Invoice #,Invoice date,Payer,Referral #,Materials,Labor,Subtotal,Sales Tax,Gross Sales
452-3162966,2023-08-31,ALLSTATE,675431,315.82,136.5,452.32,24.63,476.95
452-3162910,2023-08-31,STATEFARM,620338423,574.09,197.8,771.89,44.78,816.67
452-3162591,2023-08-31,Cash Job,,160.15,42.36,202.51,12.49,215
452-3162580,2023-08-31,Cash Job,,160.15,42.36,202.51,12.49,215
452-3162578,2023-08-31,AMERICAN FAMILY,757855,534.45,486.9,1021.35,41.69,1063.04
452-3162550,2023-08-31,GEICO,726931,431.15,124,555.15,33.63,588.78
452-3162538,2023-08-31,STILLWATER,620334029,360.05,148,508.05,28.08,536.13
452-3162532,2023-08-31,AMERICAN FAMILY,757529,546.32,459.1,1005.42,42.61,1048.03
452-3162458,2023-08-31,PROGRESSIVE,761936,461.17,124,585.17,35.97,621.14
452-3162403,2023-08-31,PROGRESSIVE,698841,426.47,142.6,569.07,33.26,602.33
452-3162100,2023-08-31,STATE FARM,620334452,528.65,142.6,671.25,41.23,712.48
452-3161967,2023-08-31,PROGRESSIVE,702601,745.75,643.23,1388.98,58.16,1447.14
452-3161900,2023-08-31,PROGRESSIVE,757251,287.94,132,419.94,22.46,442.4
452-3161856,2023-08-31,AMERICAN FAMILY,535240,250.04,122.1,372.14,19.51,391.65
452-3161844,2023-08-31,STATE FARM,620258128,611.82,211.6,823.42,47.72,871.14
452-3161818,2023-08-31,STATE FARM,620302542,747.91,482,1229.91,58.34,1288.25
452-3161807,2023-08-31,PROGRESSIVE,751337,674.27,0,674.27,52.59,726.86
452-3161669,2023-08-31,Cash Job,,136.65,102.69,239.34,10.66,250
452-3161238,2023-08-31,Electric,742134224,296.6,112,408.6,23.14,431.74
452-3161220,2023-08-31,STATE FARM,620251301,580.55,546.2,1126.75,45.27,1172.02
452-3160701,2023-08-31,AMERICAN FAMILY,651892,628.13,466.49,1094.62,49,1143.62
452-3159507,2023-08-31,NATIONAL GENERAL INSURANCE,732909,394.28,894.5,1288.78,30.75,1319.53
452-3159283,2023-08-31,Farm bureau,675183,825.71,405,1230.71,64.4,1295.11
452-3159089,2023-08-31,GEICO,650265,569.92,432,1001.92,44.45,1046.37
452-3159086,2023-08-31,PROGRESSIVE,679959,993.74,654.6,1648.34,77.52,1725.86
452-3159080,2023-08-31,STATEFARM,620186917,291.44,133.4,424.84,22.73,447.57
452-3159079,2023-08-31,STATEFARM,620186933,515.95,161,676.95,40.24,717.19
452-3159073,2023-08-31,AUTO OWNERS ,720649,497.13,125,622.13,38.78,660.91
452-3159065,2023-08-31,Cash Job,,516.03,291.72,807.75,40.25,848
452-3158997,2023-08-31,LIBERTY MUTUAL,702977,418.04,101.5,519.54,32.61,552.15
452-3158320,2023-08-31,STATE FARM,620213965,597.08,230,827.08,46.57,873.65
452-3158318,2023-08-31,STATE FARM,620212853,474.51,495.6,970.11,37.01,1007.12
452-3158284,2023-08-31,STATE FARM,620122757,562.26,161,723.26,43.85,767.11
452-3158206,2023-08-31,PROGRESSIVE,673389,479.95,704.2,1184.15,37.43,1221.58
452-3157729,2023-08-31,CONNECT BY AM FAM,190471,250.06,126.58,376.64,19.51,396.15
452-3157678,2023-08-31,BRISTOL WEST,620075287,600.38,108.5,708.88,46.83,755.71
452-3156480,2023-08-31,STATE FARM,620164069,705.45,481.8,1187.25,55.02,1242.27
452-3156439,2023-08-31,Cash Job,,213.04,52.35,265.39,16.61,282
452-3153872,2023-08-31,GEICO,579000,179.49,60,239.49,14,253.49
452-3152948,2023-08-31,GEICO,361087,685.75,156,841.75,53.5,895.25
452-3152247,2023-08-31,ALLSTATE,617978,321.99,108.5,430.49,25.12,455.61
452-3150123,2023-08-31,ALLSTATE,625903,500.89,463.5,964.39,39.07,1003.46
452-3148554,2023-08-31,STATEFARM,619973544,202.29,119.6,321.89,15.77,337.66
452-3148447,2023-08-31,STATEFARM,619973161,710.56,124.2,834.76,55.42,890.18
452-3147791,2023-08-31,Cash Job,,236.45,50.11,286.56,18.44,305
452-3145234,2023-08-31,STATEFARM,619909382,325.24,179.4,504.64,25.36,530
452-3141837,2023-08-31,GEICO,537976,294.52,395,689.52,22.97,712.49
452-3140248,2023-08-31,STATE FARM,619774045,1402.04,560,1962.04,109.36,2071.4
452-3139888,2023-08-31,STATE FARM,619760451,595,523.2,1118.2,46.41,1164.61
452-3136857,2023-08-31,GEICO,451305,622.74,443,1065.74,48.58,1114.32
452-3136572,2023-08-31,Hagerty,MK23071408,812.08,390.87,1202.95,63.34,1266.29
452-3135970,2023-08-31,USAA,434864,350.8,132,482.8,27.36,510.16
452-3122525,2023-08-31,AMICA,350942,2600.94,1336.8,3937.74,202.88,4140.62
452-3115967,2023-08-31,Selective Insurance,303347,692.91,121,813.91,54.05,867.96
1091-3175198,2023-09-01,AUTO GLASS 2020 LLC,787103,0,800,800,0,800
1091-3175190,2023-09-01,AUTO GLASS 2020 LLC,700378,0,800,800,0,800
1091-3175175,2023-09-01,AUTO GLASS 2020 LLC,925046,0,800,800,0,800
1091-3175163,2023-09-01,AUTO GLASS 2020 LLC,825111,0,800,800,0,800
1091-3174968,2023-09-01,AUTO GLASS 2020 LLC,824427,0,800,800,0,800
1091-3174922,2023-09-01,AUTO GLASS 2020 LLC,835633,0,800,800,0,800
452-3173907,2023-09-01,LIBERTY MUTUAL,771198,323.95,140,463.95,25.27,489.22
452-3171705,2023-09-01,MeTLife,825111,675.05,943.55,1618.6,52.65,1671.25
452-3171687,2023-09-01,Clear Cover,824427,1093.89,494,1587.89,85.32,1673.21
452-3171649,2023-09-01,ARABELLA,839878,431.27,119,550.27,33.64,583.91
452-3171645,2023-09-01,PROGRESSIVE,307857,731.5,298.97,1030.47,57.06,1087.53
452-3171578,2023-09-01,Cash Job,,271.53,265.29,536.82,21.18,558
452-3171562,2023-09-01,Cash Job,,446.07,348.14,794.21,34.79,829
452-3171554,2023-09-01,GEICO,690288,613.1,379,992.1,47.82,1039.92
452-3171534,2023-09-01,USAA,691261,241.03,132,373.03,18.8,391.83
452-3171530,2023-09-01,STATE FARM,620522062,286.17,110.4,396.57,22.32,418.89
452-3171439,2023-09-01,STATE FARM,620547383,634.07,142.6,776.67,49.45,826.12
452-3171281,2023-09-01,MeTLife,825147,542.46,160.95,703.41,42.31,745.72
452-3171265,2023-09-01,USAA,804700,323.8,140,463.8,25.26,489.06
452-3171205,2023-09-01,AAA,835633,424.86,912,1336.86,33.14,1370
452-3171196,2023-09-01,PROGRESSIVE,836579,773.25,520.8,1294.05,60.31,1354.36
452-3171114,2023-09-01,Cash Job,,446.62,70.54,517.16,34.84,552
452-3171024,2023-09-01,Common Wealth,CAZ-0061796,245.87,98,343.87,19.18,363.05
452-3170954,2023-09-01,TRIPLE A,819745,441.98,98,539.98,34.47,574.45
452-3170917,2023-09-01,LIBERTY MUTUAL,790023,350.8,115.5,466.3,27.36,493.66
452-3169723,2023-09-01,PROGRESSIVE,824282,380.64,198.65,579.29,29.68,608.97
452-3169588,2023-09-01,MeTLife,823104,674.18,169.65,843.83,52.6,896.43
452-3169153,2023-09-01,ALLSTATE,815544,682.58,129.5,812.08,53.24,865.32
452-3169059,2023-09-01,Cash Job,,196.42,68.26,264.68,15.32,280
452-3168785,2023-09-01,Cash Job,,0,80,80,0,80
452-3168746,2023-09-01,GEICO,809079,524.84,407,931.84,40.94,972.78
452-3168641,2023-09-01,AMERICAN FAMILY,812377,231.35,81.4,312.75,18.05,330.8
452-3168634,2023-09-01,AUTO OWNERS ,811698,516.26,925,1441.26,40.27,1481.53
452-3168605,2023-09-01,STATEFARM,618447512,530.94,506,1036.94,41.41,1078.35
452-3168462,2023-09-01,PROGRESSIVE,809369,353.31,198.65,551.96,27.55,579.51
452-3168354,2023-09-01,GEICO,798951,265.85,87.41,353.26,20.74,374
452-3168339,2023-09-01,GEICO,798852,359.42,132,491.42,28.03,519.45
452-3168249,2023-09-01,PROGRESSIVE,788009,275.19,120,395.19,21.46,416.65
452-3168050,2023-09-01,BRISTOL WEST,620455330,599.23,182,781.23,46.75,827.98
452-3168043,2023-09-01,PROGRESSIVE,793066,442.9,235.99,678.89,34.56,713.45
452-3168042,2023-09-01,AMERICAN FAMILY,445151,315.73,114.7,430.43,24.63,455.06
452-3167946,2023-09-01,TRAVELERS,782965,396.72,446,842.72,30.94,873.66
452-3167907,2023-09-01,USAA,765470,403.3,156,559.3,31.46,590.76
452-3167389,2023-09-01,AMERICAN FAMILY,704492,482.83,122.1,604.93,37.66,642.59
452-3166785,2023-09-01,STATE FARM,620433906,607.31,142.6,749.91,47.37,797.28
452-3166784,2023-09-01,Cash Job,,220.2,38.62,258.82,17.18,276
452-3166780,2023-09-01,PROGRESSIVE,787894,890.94,66.08,957.02,69.49,1026.51
452-3166778,2023-09-01,PROGRESSIVE,346473,729.61,704.19,1433.8,56.92,1490.72
452-3166777,2023-09-01,STATEFARM,620414049,336.58,151.8,488.38,26.25,514.63
452-3166776,2023-09-01,USAA,787103,697.51,988,1685.51,54.4,1739.91
452-3166389,2023-09-01,Electric,742134261,592.17,108.5,700.67,46.18,746.85
452-3166343,2023-09-01,GEICO,676349,410.12,116,526.12,31.99,558.11
452-3166320,2023-09-01,PROGRESSIVE,999722,609.29,196.78,806.07,47.52,853.59
452-3166268,2023-09-01,MeTLife,765290,587.31,152.25,739.56,45.81,785.37
452-3165719,2023-09-01,MeTLife,789658,226.88,143.55,370.43,17.7,388.13
452-3165699,2023-09-01,GEICO,769997,477.74,408,885.74,37.26,923
452-3165675,2023-09-01,ALLSTATE,621041,241.56,115.5,357.06,18.84,375.9
452-3165389,2023-09-01,PROGRESSIVE,788284,789.86,599.42,1389.28,61.61,1450.89
452-3165124,2023-09-01,Electric,742134249,579.79,129.5,709.29,45.23,754.52
452-3165028,2023-09-01,PROGRESSIVE,780317,832.94,495.43,1328.37,64.97,1393.34
452-3165022,2023-09-01,PROGRESSIVE,782078,536.1,208,744.1,41.82,785.92
452-3165008,2023-09-01,USAA,697975,227.75,88,315.75,17.77,333.52
452-3165000,2023-09-01,STATE FARM,620395249,572.72,128.8,701.52,44.67,746.19
452-3164936,2023-09-01,Cash Job,,178.69,67.37,246.06,13.94,260
452-3164921,2023-09-01,Cash Job,,198.84,62.65,261.49,15.51,277
452-3164879,2023-09-01,Cash Job,,259.35,75.42,334.77,20.23,355
452-3164868,2023-09-01,AMERICAN FAMILY,766699,387.49,136.9,524.39,30.22,554.61
452-3164823,2023-09-01,GEICO,756349,456.45,472,928.45,35.6,964.05
452-3164616,2023-09-01,GEICO,757355,345.37,128,473.37,26.94,500.31
452-3164601,2023-09-01,Cash Job,,208.3,74.46,282.76,16.24,299
452-3164337,2023-09-01,ALLSTATE,761109,337.08,405,742.08,26.29,768.37
452-3164304,2023-09-01,Cash Job,,187.6,54.76,242.36,14.64,257
452-3164286,2023-09-01,Cash Job,,158.85,178.76,337.61,12.39,350
452-3164181,2023-09-01,Cash Job,,127.39,129.67,257.06,9.94,267
452-3163393,2023-09-01,WEST BEND INSURANCE ,769461,273.14,148,421.14,21.3,442.44
452-3162666,2023-09-01,PROGRESSIVE,765361,617.83,559.03,1176.86,48.19,1225.05
452-3162656,2023-09-01,PROGRESSIVE,764327,663.44,700.44,1363.88,51.75,1415.63
452-3162608,2023-09-01,TOGGLE,745096,749.4,434.85,1184.25,58.45,1242.7
452-3162605,2023-09-01,STATE FARM,620296933,433.71,121.24,554.95,33.83,588.78
452-3162332,2023-09-01,GEICO,761456,288.25,148,436.25,22.48,458.73
452-3162288,2023-09-01,Country Financial ,760911,346.86,113.4,460.26,27.06,487.32
452-3162123,2023-09-01,FARMERS,672832,423.77,169.65,593.42,33.05,626.47
452-3161761,2023-09-01,Cash Job,,269.98,278.96,548.94,21.06,570
452-3161756,2023-09-01,ALLSTATE,752071,638.66,451,1089.66,49.82,1139.48
452-3161744,2023-09-01,STATE FARM,620305819,244.93,165.6,410.53,19.1,429.63
452-3161721,2023-09-01,STATE FARM,620301295,225.71,156.4,382.11,17.6,399.71
452-3161700,2023-09-01,Cash Job,,250.44,80.03,330.47,19.53,350
452-3161627,2023-09-01,PROGRESSIVE,747197,342.68,178.18,520.86,26.73,547.59
452-3161287,2023-09-01,ROOT,700378,769.89,432,1201.89,60.05,1261.94
452-3160694,2023-09-01,STATE FARM,620289635,387.8,165.6,553.4,30.24,583.64
452-3159155,2023-09-01,GEICO,709211,163.61,92,255.61,12.76,268.37
452-3159099,2023-09-01,STATE FARM,620244313,680.45,481.8,1162.25,53.07,1215.32
452-3159094,2023-09-01,GEICO,665105,253.25,148,401.25,19.75,421
452-3159092,2023-09-01,Cash Job,,344.27,76.67,420.94,26.85,447.79
452-3159019,2023-09-01,ALLSTATE,669594,462.6,496.5,959.1,36.08,995.18
452-3157781,2023-09-01,PROGRESSIVE,672423,331.07,116,447.07,25.82,472.89
452-3156373,2023-09-01,STATE FARM,620128798,564.89,151.8,716.69,44.06,760.75
452-3144526,2023-09-01,STATEFARM,619900385,599.09,197.8,796.89,46.73,843.62
452-3144412,2023-09-01,USAA,506817,314.22,112,426.22,24.51,450.73
452-3143627,2023-09-01,LIBERTY MUTUAL,578558,376.06,158.4,534.46,29.33,563.79
452-3141268,2023-09-01,PROGRESSIVE,545150,652.15,199.44,851.59,50.86,902.45
452-3137662,2023-09-01,TRAVELERS,356951,857.98,522.5,1380.48,66.92,1447.4
452-3135772,2023-09-01,ALLSTATE,360033,600,650,1250,46.8,1296.8
452-3135489,2023-09-01,STATEFARM,619426284,1507.21,528,2035.21,117.57,2152.78
452-3133887,2023-09-01,PROGRESSIVE,412621,687.33,216.41,903.74,53.61,957.35
452-3130474,2023-09-01,STATE FARM,619499079,660,350,1010,51.48,1061.48
452-3129588,2023-09-01,CONNECT BY AM FAM,397804,1015.31,591.55,1606.86,79.2,1686.06
452-3125622,2023-09-01,GEICO,329459,314.77,164,478.77,24.55,503.32
452-3110674,2023-09-01,USAA,239886,1201.85,984,2185.85,93.74,2279.59
452-3108101,2023-09-01,PROGRESSIVE,971046,1123.25,1000,2123.25,87.62,2210.87
452-3100749,2023-09-01,CONNECT BY AM FAM,055554,1460.71,950,2410.71,113.94,2524.65
452-3047234,2023-09-01,ALLSTATE,484377,620.82,143.42,764.24,48.41,812.65
452-2491595,2023-09-01,Cash Job,,436.29,154.68,590.97,34.03,625
1091-3176020,2023-09-02,AUTO GLASS 2020 LLC,831861,0,800,800,0,800
1091-3176019,2023-09-02,AUTO GLASS 2020 LLC,110718,0,800,800,0,800
1091-3176018,2023-09-02,AUTO GLASS 2020 LLC,846747,0,800,800,0,800
1091-3176016,2023-09-02,AUTO GLASS 2020 LLC,224012,0,800,800,0,800
452-3174558,2023-09-02,ALLSTATE,845944,501.51,465,966.51,39.12,1005.63
452-3174540,2023-09-02,USAA,846747,420.02,924,1344.02,32.76,1376.78
452-3173852,2023-09-02,ALLSTATE,837107,530.99,415.5,946.49,41.41,987.9
452-3173767,2023-09-02,STATE FARM,620550104,659.65,394.6,1054.25,51.45,1105.7
452-3173685,2023-09-02,USAA,831861,439.92,964,1403.92,34.31,1438.23
452-3172616,2023-09-02,PROGRESSIVE,650280,689.31,1049.21,1738.52,53.76,1792.28
452-3172574,2023-09-02,PROGRESSIVE,840851,739.02,168.43,907.45,57.64,965.09
452-3171690,2023-09-02,STATE FARM,620433906,592.19,142.6,734.79,46.19,780.98
452-3171544,2023-09-02,GEICO,820581,298.34,100,398.34,23.27,421.61
452-3170864,2023-09-02,Cash Job,,219.31,53.59,272.9,17.1,290
452-3168716,2023-09-02,Cash Job,,0,80,80,0,80
452-3168037,2023-09-02,TRAVELERS,788278,560.74,182.75,743.49,43.74,787.23
452-3164551,2023-09-02,FARMERS,681401,358.17,426.15,784.32,27.94,812.26
452-3159509,2023-09-02,Cash Job,,239.37,30.96,270.33,18.67,289
452-3159148,2023-09-02,PROGRESSIVE,691283,663.61,564.09,1227.7,51.76,1279.46
452-3157864,2023-09-02,FARMERS,295069,1160.61,421.8,1582.41,90.53,1672.94
452-3153733,2023-09-02,STATEFARM,620067586,1450.68,546.2,1996.88,113.15,2110.03
452-3148702,2023-09-02,ALLSTATE,572188,1250.06,500,1750.06,97.5,1847.56
452-3138803,2023-09-02,Cash Job,,127.59,62.46,190.05,9.95,200
1091-3180103,2023-09-05,AUTO GLASS 2020 LLC,669543,0,800,800,0,800
1091-3179903,2023-09-05,AUTO GLASS 2020 LLC,334852,0,800,800,0,800
1091-3179170,2023-09-05,AUTO GLASS 2020 LLC,846007,0,1000,1000,0,1000
1091-3178817,2023-09-05,AUTO GLASS 2020 LLC,874722,0,1200,1200,0,1200
1091-3178689,2023-09-05,AUTO GLASS 2020 LLC,278150,0,1200,1200,0,1200
452-3175910,2023-09-05,STATE FARM,620645075,604.64,481.8,1086.44,47.16,1133.6
452-3175870,2023-09-05,Cash Job,,410.09,281.92,692.01,31.99,724
452-3175857,2023-09-05,STATE FARM,620634898,423.86,408.4,832.26,33.06,865.32
452-3175803,2023-09-05,MIDVALE,866019,337.94,509.1,847.04,26.36,873.4
452-3175566,2023-09-05,SAFECO,579870,531.28,417.46,948.74,41.44,990.18
452-3175202,2023-09-05,GEICO,680046,377.87,384,761.87,29.47,791.34
452-3175162,2023-09-05,GEICO,720755,301.8,378.65,680.45,23.54,703.99
452-3174591,2023-09-05,Main Street America,856884,559.73,505.4,1065.13,43.66,1108.79
452-3174570,2023-09-05,ALLSTATE,857920,312.08,105,417.08,24.34,441.42
452-3174541,2023-09-05,GEICO,859781,196.8,172,368.8,15.35,384.15
452-3174476,2023-09-05,USAA,846615,352.86,172,524.86,27.52,552.38
452-3174470,2023-09-05,PROGRESSIVE,822254,866.7,632.24,1498.94,67.61,1566.55
452-3174460,2023-09-05,PROGRESSIVE,817272,616.83,236.63,853.46,48.11,901.57
452-3174440,2023-09-05,PROGRESSIVE,861367,723.93,590.57,1314.5,56.46,1370.96
452-3174066,2023-09-05,STATE FARM,620510897,553.86,413,966.86,43.2,1010.06
452-3174042,2023-09-05,PROGRESSIVE,846025,387.47,204.6,592.07,30.22,622.29
452-3174002,2023-09-05,PROGRESSIVE,860725,447.97,242.84,690.81,34.93,725.74
452-3173885,2023-09-05,PROGRESSIVE,859396,255.21,199.43,454.64,19.9,474.54
452-3173842,2023-09-05,PROGRESSIVE,836009,907.18,654.6,1561.78,70.76,1632.54
452-3173819,2023-09-05,Cash Job,,192.44,67.55,259.99,15.01,275
452-3173806,2023-09-05,Cash Job,,197.57,86.02,283.59,15.41,299
452-3173795,2023-09-05,USAA,825027,667.05,160,827.05,52.04,879.09
452-3173784,2023-09-05,STATE FARM,620550066,471.24,440.6,911.84,36.75,948.59
452-3173744,2023-09-05,AMERICAN FAMILY,847061,288.19,140.6,428.79,22.47,451.26
452-3173729,2023-09-05,PROGRESSIVE,709941,317.52,137.01,454.53,24.77,479.3
452-3173712,2023-09-05,AAA,844344,405.74,87.5,493.24,31.65,524.89
452-3173709,2023-09-05,PROGRESSIVE,821119,612.15,187.04,799.19,47.74,846.93
452-3173677,2023-09-05,Cash Job,,179.66,108.83,288.49,14.01,302.5
452-3173654,2023-09-05,Cash Job,,239.37,61.96,301.33,18.67,320
452-3173550,2023-09-05,STATE FARM,620485434,483.95,105.8,589.75,37.75,627.5
452-3173543,2023-09-05,FARMERS,730698,528.21,187.05,715.26,41.2,756.46
452-3172636,2023-09-05,STATEFARM,620493534,307.7,133.4,441.1,24,465.1
452-3172626,2023-09-05,USAA,816208,346.77,112,458.77,27.05,485.82
452-3172588,2023-09-05,PROGRESSIVE,806585,680.63,199.1,879.73,53.09,932.82
452-3172559,2023-09-05,USAA,733178,510.54,116,626.54,39.82,666.36
452-3172492,2023-09-05,LIBERTY MUTUAL,633079,490.19,98.01,588.2,38.23,626.43
452-3172483,2023-09-05,BRANCH,677507,709.66,417.84,1127.5,55.36,1182.86
452-3172465,2023-09-05,CONNECT BY AM FAM,233888,566.88,479.5,1046.38,44.23,1090.61
452-3171898,2023-09-05,Cash Job,,254.84,50.28,305.12,19.88,325
452-3171104,2023-09-05,AMERICAN FAMILY,765331,289.22,99.9,389.12,22.56,411.68
452-3168794,2023-09-05,STATEFARM,620483377,449.43,253,702.43,35.05,737.48
452-3168413,2023-09-05,Farm bureau,768868,564.4,119,683.4,44.02,727.42
452-3168362,2023-09-05,Cash Job,,177.65,108.49,286.14,13.86,300
452-3168308,2023-09-05,Cash Job,,286.29,270.02,556.31,22.33,578.64
452-3168166,2023-09-05,BRISTOL WEST,620425210,1882.78,491,2373.78,146.86,2520.64
452-3168142,2023-09-05,California Casualty,795699,351.95,221,572.95,27.45,600.4
452-3168062,2023-09-05,STATE FARM,620433264,809.82,151.8,961.62,63.17,1024.79
452-3167935,2023-09-05,Farm bureau,768782,436.41,101.5,537.91,34.04,571.95
452-3166781,2023-09-05,PROGRESSIVE,697821,723.82,567.49,1291.31,56.46,1347.77
452-3165711,2023-09-05,PROGRESSIVE,770527,723.09,654.83,1377.92,56.4,1434.32
452-3165328,2023-09-05,PROGRESSIVE,783945,1099.35,159.06,1258.41,85.75,1344.16
452-3165240,2023-09-05,Cash Job,,216.26,66.87,283.13,16.87,300
452-3164893,2023-09-05,Cash Job,,290.27,253.48,543.75,22.64,566.39
452-3164753,2023-09-05,STATE FARM,620360518,415.71,142.6,558.31,32.42,590.73
452-3164702,2023-09-05,Cash Job,,246.13,54.67,300.8,19.2,320
452-3164679,2023-09-05,PROGRESSIVE,769721,587.4,629.03,1216.43,45.81,1262.24
452-3164657,2023-09-05,PROGRESSIVE,769822,680.63,199.1,879.73,53.09,932.82
452-3164587,2023-09-05,STATE FARM,620307021,280.14,101.2,381.34,21.85,403.19
452-3163933,2023-09-05,PROGRESSIVE,768629,680.63,199.1,879.73,53.09,932.82
452-3162595,2023-09-05,STATE FARM,620245700,364.87,147.2,512.07,28.46,540.53
452-3162094,2023-09-05,Mercury ,620098082,630.46,100,730.46,49.18,779.64
452-3159150,2023-09-05,PROGRESSIVE,691582,564.54,161.9,726.44,44.03,770.47
452-3159147,2023-09-05,PROGRESSIVE,682481,456.61,204.6,661.21,35.62,696.83
452-3159101,2023-09-05,ALLSTATE,699416,219.65,122.5,342.15,17.12,359.27
452-3159008,2023-09-05,NATIONWIDE PRIVATE,669543,1367.42,702.88,2070.3,106.67,2176.97
452-3158281,2023-09-05,STATE FARM,620154381,717.11,207,924.11,55.93,980.04
452-3157731,2023-09-05,STATEFARM,620188340,441.9,156.4,598.3,34.46,632.76
452-3154523,2023-09-05,STATE FARM,620030992,1545.48,482,2027.48,120.55,2148.03
452-3153702,2023-09-05,STATE FARM,620110848,691.45,514,1205.45,53.92,1259.37
452-3146798,2023-09-05,PROGRESSIVE,183257,761.18,665.37,1426.55,59.38,1485.93
452-3143775,2023-09-05,STATE FARM,619545119,538.57,142.6,681.17,42,723.17
452-3141940,2023-09-05,STATEFARM,620075627,659.07,142.6,801.67,51.4,853.07
452-3137169,2023-09-05,ALLSTATE,477242,561.14,475.5,1036.64,43.77,1080.41
452-3126241,2023-09-05,STATEFARM,619403519,496.62,128.8,625.42,38.73,664.15
452-3126237,2023-09-05,STATEFARM,619404418,442.69,142.6,585.29,34.53,619.82
452-3114200,2023-09-05,SAFECO,278150,1441.85,646.78,2088.63,112.46,2201.09
452-3100104,2023-09-05,LIBERTY MUTUAL,874722,1440.71,646.78,2087.49,112.38,2199.87
452-3079789,2023-09-05,GEICO,884828,1288.42,624,1912.42,100.5,2012.92
452-3063402,2023-09-05,STATE FARM,617603154,988.81,475.2,1464.01,77.12,1541.13
1091-3184233,2023-09-06,AUTO GLASS 2020 LLC,239886,0,800,800,0,800
1091-3184065,2023-09-06,AUTO GLASS 2020 LLC,823327,0,800,800,0,800
1091-3183996,2023-09-06,AUTO GLASS 2020 LLC,858801,0,800,800,0,800
1091-3183956,2023-09-06,AUTO GLASS 2020 LLC,856837,0,800,800,0,800
1091-3183942,2023-09-06,AUTO GLASS 2020 LLC,616375,0,800,800,0,800
1091-3183800,2023-09-06,AUTO GLASS 2020 LLC,591732,0,800,800,0,800
1091-3183688,2023-09-06,AUTO GLASS 2020 LLC,920563,0,800,800,0,800
1091-3183513,2023-09-06,AUTO GLASS 2020 LLC,670589,0,800,800,0,800
1091-3183434,2023-09-06,AUTO GLASS 2020 LLC,811698,0,800,800,0,800
452-3182944,2023-09-06,STATE FARM,620726687,0,65,65,0,65
452-3182938,2023-09-06,Cash Job,,0,60,60,0,60
452-3179721,2023-09-06,STATE FARM,620727527,573.06,550.6,1123.66,44.69,1168.35
452-3179700,2023-09-06,PROGRESSIVE,756383,725.1,716.59,1441.69,56.56,1498.25
452-3179672,2023-09-06,NATIONWIDE,920563,540.48,601.3,1141.78,42.16,1183.94
452-3179575,2023-09-06,PROGRESSIVE,853326,642.91,645.19,1288.1,50.15,1338.25
452-3179556,2023-09-06,MENDOTA ,856837,893.55,611.5,1505.05,69.7,1574.75
452-3179539,2023-09-06,STATE FARM,620758880,418.78,151.8,570.58,32.66,603.24
452-3179439,2023-09-06,STATE FARM,620758910,546.4,124.2,670.6,42.62,713.22
452-3179367,2023-09-06,USAA,591732,951.6,1008,1959.6,74.23,2033.83
452-3179294,2023-09-06,PROGRESSIVE,925533,750.61,620.28,1370.89,58.54,1429.43
452-3178897,2023-09-06,TRAVELERS,882368,273.93,161.5,435.43,21.36,456.79
452-3178663,2023-09-06,PROGRESSIVE,917175,505.64,257.2,762.84,39.44,802.28
452-3178640,2023-09-06,Cash Job,,240.04,93.24,333.28,18.72,352
452-3178600,2023-09-06,PROGRESSIVE,915369,871.5,627.07,1498.57,67.98,1566.55
452-3178586,2023-09-06,Cash Job,,225.79,53.6,279.39,17.61,297
452-3178568,2023-09-06,PROGRESSIVE,914571,798.42,282,1080.42,62.28,1142.7
452-3178516,2023-09-06,Cash Job,,187.45,77.93,265.38,14.62,280
452-3178508,2023-09-06,AMERICAN ACCESS CASUALTY COMPANY,876167,322.62,140,462.62,25.17,487.79
